1	6	11	16	22
1	6	11	17	23
1	6	11	18	23
1	6	11	19	23
1	6	11	20	23
1	6	12	16	23
1	6	12	17	23
1	6	12	18	23
1	6	12	19	23
1	6	12	20	23
1	6	13	16	23
1	6	13	17	23
1	6	13	18	23
1	6	13	19	23
1	6	13	20	23
1	6	14	16	23
1	6	14	17	23
1	6	14	18	23
1	6	14	19	23
1	6	14	20	23
1	6	15	16	23
1	6	15	17	23
1	6	15	18	23
1	6	15	19	23
1	6	15	20	23
1	7	11	16	21
1	7	11	17	22
1	7	11	18	23
1	7	11	19	23
1	7	11	20	23
1	7	12	16	22
1	7	12	17	23
1	7	12	18	23
1	7	12	19	23
1	7	12	20	23
1	7	13	16	23
1	7	13	17	23
1	7	13	18	23
1	7	13	19	23
1	7	13	20	23
1	7	14	16	23
1	7	14	17	23
1	7	14	18	23
1	7	14	19	23
1	7	14	20	23
1	7	15	16	23
1	7	15	17	23
1	7	15	18	23
1	7	15	19	23
1	7	15	20	23
1	8	11	16	21
1	8	11	17	21
1	8	11	18	22
1	8	11	19	23
1	8	11	20	23
1	8	12	16	21
1	8	12	17	23
1	8	12	18	23
1	8	12	19	23
1	8	12	20	23
1	8	13	16	22
1	8	13	17	23
1	8	13	18	23
1	8	13	19	23
1	8	13	20	23
1	8	14	16	23
1	8	14	17	23
1	8	14	18	23
1	8	14	19	23
1	8	14	20	23
1	8	15	16	23
1	8	15	17	23
1	8	15	18	23
1	8	15	19	23
1	8	15	20	23
1	9	11	16	21
1	9	11	17	21
1	9	11	18	21
1	9	11	19	22
1	9	11	20	23
1	9	12	16	21
1	9	12	17	22
1	9	12	18	23
1	9	12	19	23
1	9	12	20	23
1	9	13	16	21
1	9	13	17	23
1	9	13	18	23
1	9	13	19	23
1	9	13	20	23
1	9	14	16	22
1	9	14	17	23
1	9	14	18	23
1	9	14	19	23
1	9	14	20	23
1	9	15	16	23
1	9	15	17	23
1	9	15	18	23
1	9	15	19	23
1	9	15	20	23
1	10	11	16	21
1	10	11	17	21
1	10	11	18	21
1	10	11	19	21
1	10	11	20	22
1	10	12	16	21
1	10	12	17	21
1	10	12	18	23
1	10	12	19	23
1	10	12	20	23
1	10	13	16	21
1	10	13	17	23
1	10	13	18	23
1	10	13	19	23
1	10	13	20	23
1	10	14	16	21
1	10	14	17	23
1	10	14	18	23
1	10	14	19	23
1	10	14	20	23
1	10	15	16	22
1	10	15	17	23
1	10	15	18	23
1	10	15	19	23
1	10	15	20	23
2	6	11	16	21
2	6	11	17	22
2	6	11	18	23
2	6	11	19	23
2	6	11	20	23
2	6	12	16	22
2	6	12	17	23
2	6	12	18	23
2	6	12	19	23
2	6	12	20	23
2	6	13	16	23
2	6	13	17	23
2	6	13	18	23
2	6	13	19	23
2	6	13	20	23
2	6	14	16	23
2	6	14	17	23
2	6	14	18	23
2	6	14	19	23
2	6	14	20	23
2	6	15	16	23
2	6	15	17	23
2	6	15	18	23
2	6	15	19	23
2	6	15	20	23
2	7	11	16	21
2	7	11	17	21
2	7	11	18	21
2	7	11	19	22
2	7	11	20	23
2	7	12	16	21
2	7	12	17	22
2	7	12	18	23
2	7	12	19	23
2	7	12	20	23
2	7	13	16	21
2	7	13	17	23
2	7	13	18	23
2	7	13	19	23
2	7	13	20	23
2	7	14	16	22
2	7	14	17	23
2	7	14	18	23
2	7	14	19	23
2	7	14	20	23
2	7	15	16	23
2	7	15	17	23
