1	4	6	7	10	12	13	15	17	19	22	24	27	31	33	36	37
1	4	6	7	10	12	14	15	17	19	22	24	27	32	33	36	37
2	4	5	8	10	11	13	15	17	20	22	23	25	32	33	35	40
1	4	6	7	10	12	13	15	17	19	22	24	27	31	33	36	37
1	4	6	7	10	12	13	15	17	19	22	24	27	32	33	36	37
1	4	6	7	10	12	14	15	17	19	22	24	27	32	33	36	37
1	4	6	7	10	12	14	15	17	19	22	24	27	32	34	36	37
2	4	5	8	10	11	14	15	17	20	22	23	25	32	34	35	40
2	4	5	8	10	11	13	15	17	20	22	23	25	32	33	35	40
1	4	6	7	10	12	14	15	17	19	22	24	27	31	34	35	37
1	4	6	7	10	12	13	15	17	19	22	24	27	32	33	36	37
2	3	5	8	9	12	14	16	17	19	22	24	26	32	34	35	38
2	4	5	8	10	11	13	15	17	20	22	23	25	32	33	35	40
2	4	5	8	10	12	13	16	18	20	22	24	25	31	33	35	43
2	4	5	8	10	11	13	16	18	20	22	24	27	31	33	35	43
2	4	5	8	10	11	13	16	18	20	22	24	29	31	33	35	43
2	3	5	8	9	12	13	16	17	19	22	24	26	32	33	35	38
1	4	6	7	10	12	14	15	17	19	22	24	27	32	33	36	37
2	4	5	8	10	11	13	15	17	20	22	23	25	32	33	36	40
2	4	6	7	10	11	13	15	17	19	22	23	25	32	33	36	37
2	3	5	8	9	12	14	16	17	19	22	24	26	32	34	35	38
2	3	5	8	9	11	14	16	17	19	22	24	26	32	33	35	38
1	4	6	7	10	12	14	15	17	19	22	24	27	32	33	36	37
2	3	5	8	9	12	14	16	17	19	22	24	26	32	33	36	38
2	4	5	8	10	12	14	16	18	19	22	24	29	31	33	35	42
2	4	5	8	10	11	13	15	17	19	22	24	27	31	33	35	41
2	4	5	8	10	11	13	15	17	19	21	24	27	31	33	35	41
1	4	6	7	9	12	14	15	17	19	22	24	26	32	33	35	37
1	4	6	7	10	12	14	15	17	19	22	24	27	32	33	36	37
1	4	6	7	10	12	13	15	17	19	22	24	26	31	34	36	37
2	4	5	8	9	12	14	16	18	19	22	24	29	31	33	35	42
1	4	6	7	10	12	14	15	17	19	22	24	27	32	34	36	37
1	4	6	7	10	12	14	15	17	19	22	24	26	31	33	36	37
2	3	5	8	9	11	13	16	17	19	22	24	26	32	33	35	38
2	4	5	8	10	11	14	15	17	20	22	23	25	32	33	35	40
1	4	6	7	10	12	14	15	17	19	22	24	27	32	34	35	37
1	4	6	7	10	12	14	15	17	19	22	24	27	32	33	35	37
2	3	5	8	9	12	13	16	17	19	22	24	26	32	33	35	38
2	4	5	8	10	11	13	15	17	20	22	23	25	32	33	35	40
1	4	5	8	9	12	14	16	18	19	21	24	29	31	34	35	42
1	4	5	8	9	12	14	16	18	19	22	24	29	31	33	35	42
2	3	5	8	10	12	13	16	17	19	22	24	26	32	33	35	38
2	4	5	8	9	12	13	16	18	19	22	24	29	31	33	35	42
2	3	5	8	9	12	14	16	17	19	22	24	26	32	33	35	38
1	4	6	7	10	12	13	15	17	19	22	24	27	32	33	36	37
1	4	6	7	10	12	13	15	17	19	22	24	27	32	33	36	37
2	4	5	8	10	11	13	16	18	20	22	24	29	31	33	35	43
1	4	6	7	10	12	13	15	17	19	22	24	27	32	33	36	37
1	4	6	7	10	11	13	15	17	19	22	24	27	32	33	36	37
1	4	6	7	10	12	13	15	17	19	22	24	27	32	33	35	37
1	4	6	7	10	12	13	15	17	19	22	24	27	32	33	36	37
1	4	5	8	9	12	14	16	18	19	22	24	29	31	33	35	42
2	4	5	8	10	11	13	15	17	19	22	24	27	32	33	35	41
2	4	5	8	10	11	13	16	18	20	22	24	30	31	33	36	43
1	4	6	7	10	12	13	15	17	19	22	24	27	32	33	35	37
1	4	6	7	10	12	14	15	17	19	22	24	27	32	33	36	37
2	3	5	8	10	12	14	16	17	19	22	24	26	32	33	36	38
2	3	5	8	9	12	14	16	17	19	22	24	26	32	34	35	38
2	3	5	8	10	11	13	16	17	19	22	24	26	32	33	36	38
2	3	5	8	9	12	14	16	17	19	22	24	26	32	33	35	38
2	4	5	8	10	11	13	15	17	20	22	23	25	32	33	36	40
2	4	5	8	10	11	13	15	17	20	22	23	25	32	33	35	40
2	4	5	8	10	12	13	15	17	19	21	24	25	32	33	35	39
1	4	5	7	10	11	13	16	17	19	22	24	27	32	33	36	37
1	4	6	7	10	12	13	15	17	19	22	24	27	32	33	36	37
1	4	6	7	10	12	14	15	17	19	22	24	27	32	34	36	37
2	4	6	7	10	11	13	15	17	19	22	23	25	32	33	36	37
1	4	6	7	10	12	13	15	17	19	22	24	27	32	33	36	37
1	4	6	7	10	12	13	15	17	19	22	24	27	32	34	36	37
1	4	6	7	10	12	13	15	17	19	22	24	27	32	33	36	37
1	4	6	7	10	12	14	15	17	19	22	24	27	32	34	36	37
2	3	5	8	10	12	13	16	17	19	22	24	26	32	33	36	38
2	4	6	8	10	12	13	16	18	19	21	24	30	32	33	35	43
2	4	5	8	10	11	14	15	17	20	22	23	25	32	33	35	40
1	4	6	7	10	11	13	15	17	19	22	23	25	31	33	36	37
1	4	6	7	10	11	13	15	17	19	22	23	26	32	33	36	37
2	4	6	8	10	11	13	15	17	20	21	24	25	32	33	35	39
2	4	5	8	10	11	13	16	18	20	21	24	25	31	33	35	43
2	3	5	8	9	11	13	16	17	19	22	24	26	32	33	35	38
2	3	5	8	9	11	13	16	17	19	22	24	26	32	33	35	38
2	4	5	8	10	12	13	15	17	19	22	24	25	32	33	35	39
2	4	5	8	10	12	14	16	18	19	22	24	25	31	33	35	43
2	4	5	8	10	11	14	15	17	20	22	23	25	32	33	35	40
2	3	5	8	9	12	14	16	17	19	22	24	26	32	33	35	38
1	4	6	7	10	12	14	15	17	19	22	24	26	32	33	35	37
2	4	5	8	10	11	13	16	18	20	22	24	28	31	33	35	43
2	4	5	8	10	11	13	15	17	20	21	23	25	32	33	36	40
2	3	5	8	9	11	14	16	17	19	22	24	26	32	33	36	38
2	4	5	8	10	12	14	16	18	19	22	24	29	31	33	35	42
2	4	5	8	10	11	14	15	17	19	22	24	27	31	33	35	41
2	4	5	8	10	12	14	16	17	19	22	24	27	32	33	36	39
2	4	5	8	10	12	13	15	17	19	22	24	27	32	33	35	39
2	4	5	8	10	11	13	15	17	20	22	23	25	32	33	36	40
1	4	6	7	9	12	14	15	17	19	22	24	26	32	33	35	37
