1	5	7	10	13
1	4	7	10	13
1	5	7	10	13
1	5	7	10	13
1	4	7	10	13
1	5	7	10	13
1	5	7	10	13
1	6	7	10	13
1	6	7	10	13
1	5	7	10	13
1	5	7	10	13
1	5	7	10	13
1	5	7	10	13
1	5	7	10	13
1	6	7	10	13
1	6	7	10	13
1	5	7	10	13
1	5	7	10	13
1	5	7	10	13
1	5	7	10	13
1	4	8	11	14
1	4	8	11	15
1	5	7	10	13
1	5	7	10	13
1	5	7	10	13
1	6	7	10	13
1	6	7	10	13
1	6	7	10	13
1	6	7	10	13
1	6	7	10	13
1	4	8	11	14
1	4	8	11	14
1	5	7	10	13
1	6	7	10	13
1	6	7	10	13
1	6	7	10	13
1	6	7	10	13
1	6	7	10	13
1	6	7	10	13
1	6	7	10	13
1	4	8	11	14
1	6	7	10	13
1	6	7	10	13
1	6	7	10	13
1	4	8	11	14
1	6	7	10	13
1	6	7	10	13
1	6	7	10	13
1	6	7	10	13
1	6	7	10	13
1	6	7	10	13
1	5	8	11	14
1	6	7	10	13
1	6	7	10	13
1	4	8	11	14
1	4	8	11	14
1	4	8	11	14
1	4	8	11	14
1	4	8	11	14
2	4	8	11	14
2	4	8	11	14
2	4	8	11	14
2	5	8	11	14
2	5	8	11	14
2	4	9	12	15
2	6	7	10	13
2	6	7	10	13
2	4	8	11	14
2	4	8	11	14
2	4	8	11	14
2	4	8	11	14
2	5	8	11	14
2	4	9	12	15
2	6	7	10	13
2	4	8	11	14
2	4	8	11	14
2	4	8	11	14
2	4	9	12	15
2	4	9	12	15
2	4	9	12	15
2	5	8	11	14
2	5	9	12	14
2	5	9	12	15
2	4	8	11	14
2	4	9	11	14
2	4	8	11	14
2	6	8	11	14
2	4	9	11	15
2	5	9	12	15
2	4	8	11	14
2	4	8	11	14
2	4	8	11	14
2	5	8	11	14
2	4	9	11	15
2	5	9	12	15
3	4	8	11	14
3	4	8	11	14
3	4	9	12	15
3	6	9	12	15
3	4	8	11	14
3	4	9	11	14
3	5	8	11	14
3	4	9	12	15
3	4	9	12	15
3	4	9	11	15
3	4	9	12	15
3	5	9	12	15
3	6	9	12	15
3	4	8	11	14
3	5	8	11	14
3	4	9	12	15
3	4	9	12	15
3	4	9	12	15
3	5	9	12	15
3	5	9	12	15
3	4	8	11	14
3	5	9	12	15
3	5	9	12	15
3	5	9	12	15
3	5	9	12	15
3	4	8	11	14
3	5	8	11	14
3	5	9	11	14
3	5	8	11	14
3	5	8	11	14
3	4	9	12	15
3	5	9	12	15
3	5	9	12	15
3	5	9	12	15
3	5	9	12	15
3	4	9	11	14
3	5	9	12	15
3	5	9	12	15
3	5	9	11	14
3	5	9	12	15
3	5	9	12	15
3	5	9	12	15
3	5	8	11	14
3	5	9	12	15
3	5	9	11	15
3	5	9	12	15
3	6	9	12	15
3	4	9	12	15
3	4	9	12	15
3	5	9	12	15
3	4	9	12	15
3	4	9	12	15
3	5	9	12	15
3	6	9	12	15
3	6	9	12	15
